order_number,product_id,customer_id,product_name,department_id,price
14025,29270,136969,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,5.56
14025,20542,136969,Lime Ginger Lemon Agave,7,7.7
14026,26629,170382,Cherry Pie Fruit & Nut Bar,19,1.38
14026,26177,170382,Organic Honey Nut O's Cereal,14,3.76
14026,46584,170382,YoKids Blueberry & Strawberry/Vanilla Yogurt,16,8.82
14026,46807,170382,"Bananas, Raspberries & Oats Organic Baby Food",18,8.95
14026,26209,170382,Limes,4,4.37
14028,32700,198396,Original Whipped Cream,16,0.94
14028,4006,198396,Hazelnut Spread With Skim Milk & Cocoa,13,4.62
14028,18019,198396,Macaroni & Cheese Dinner Original Flavor,9,3.73
14028,22242,198396,Swirl Bread Cinnamon,3,1.7
14028,7116,198396,Large Enriched Bread,3,2.99
14029,28990,50592,Curly Parsley Bunch,4,6.7
14029,32211,50592,Whole Grains Oatnut Bread,3,8.78
14029,26209,50592,Limes,4,4.37
14031,17789,145596,Soy Free Buttery Spread,16,11.19
14031,38226,145596,Dark Chocolate Chips,19,2.18
14032,49026,103208,Plain Almond Milk Yogurt,16,12.26
14032,26209,103208,Limes,4,4.37
14032,28820,103208,"Master Brew Kombucha, Grapefruit",7,8.19
14033,45007,56187,Organic Zucchini,4,5.08
14036,10193,152406,Shredded Carrots,4,11.21
14037,10761,38402,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,16,4.56
14037,343,38402,Organic Whole Peeled Baby Carrots,4,5.78
14039,20842,143423,Total 0% Greek Yogurt,16,9.2
14045,24028,14421,Sparkling Water Grape Apple,21,2.37
14047,5582,109343,Greener Clean Heavy Duty Scrub Sponge,17,10.42
14048,36070,117119,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34
14050,35469,196769,Enchilada Black Bean Vegetable,1,3.44
14050,33956,196769,Mighty Mango Juice Smoothie,7,7.47
14050,34844,196769,Morning Blend 100% Juice,7,4.04
14052,1940,189546,Organic 2% Reduced Fat Milk,16,1.23
14053,35176,125656,Cream Cheese Cream Cheese Spread,16,3.27
14053,10761,125656,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,16,4.56
14053,38439,125656,Mara Natha Organic Peanut Butter Creamy,13,12.09
14053,1086,125656,Jack's Special Salsa Medium Hot,13,5.17
14055,43772,168862,Cherubs Heavenly Salad Tomatoes,4,1.15
14057,23554,174555,Organic Vanilla Bean Ice Cream,1,6.65
14059,7232,94734,Fresh Citrus Antibacterial Hand Soap Moisturizers,2,1.45
14061,6999,11924,Organic Fresh Pressed Pure Lemon Juice,7,7.32
14064,4962,77925,Yotoddler Organic Pear Spinach Mango Yogurt,16,10.68
14065,26604,121036,Organic Blackberries,4,8.08
14065,3843,121036,Organic Brussels Sprouts,4,8.41
14065,34969,121036,Red Vine Tomato,4,9.25
14065,5450,121036,Small Hass Avocado,4,5.77
14065,47630,121036,Medium Navel Orange,4,5.6
14065,47893,121036,Steel Cut Irish Oatmeal,14,4.81
14067,35939,174063,Organic Jalapeno Pepper,4,9.93
14067,26209,174063,Limes,4,4.37
14068,16759,139130,Organic Carrot Bunch,4,4.17
14069,19709,31669,El Ciprés Whole Bean Coffee,7,1.94
14069,25937,31669,Semi Soft Part-Skim Slices,16,9.92
14074,7963,190162,Gluten Free Whole Grain Bread,1,4.53
14074,34969,190162,Red Vine Tomato,4,9.25
14076,38456,175472,Large Grapefruit,4,3.38
14078,14744,94222,Organic Steak Sauce,13,4.83
14079,47569,71388,Turkey & Cheddar Cracker Stackers,20,12.27
14080,24062,76556,Flourless  Sprouted Whole Grain 7-Sprouted Grains English Muffins,3,4.68
14080,26021,76556,Caramel Nut Brownie,19,9.85
14081,36070,69311,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34
14082,24830,131329,Organic Romaine,4,10.27
14082,49026,131329,Plain Almond Milk Yogurt,16,12.26
14084,14577,59905,Cinnamon Cashew Vanilla Organic Cold-Pressed Coffee,7,10.71
14084,29270,59905,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,5.56
14084,39509,59905,Organic Sunny Citrus Bunny Fruit Snacks,19,8.41
14086,8138,146613,Traditional Hummus,20,2.75
14086,39408,146613,Gala Apples,4,4.03
14086,260,146613,Cantaloupe,4,3.01
14087,18881,185114,Coconut Milk Vanilla Frozen Dessert,1,2.62
14089,40268,116673,Organic Wheat-Free & Gluten-Free Original Crackers,19,3.71
14090,43768,193200,Organic Bell Pepper,4,2.4
14094,10,118335,Sparkling Orange Juice & Prickly Pear Beverage,7,7.1
14094,19677,118335,Original Pure Creamy Almond Milk,16,6.4
14094,28465,118335,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32
14094,5450,118335,Small Hass Avocado,4,5.77
14094,30494,118335,Organic Mango Slices,19,7.63
14095,27662,111782,Large Grade AA Cage Free Eggs,16,11.86
14097,35729,141106,Turkey Meatloaf,20,6.57
14099,13249,26412,Skim Milk,16,9.33
14100,24830,139513,Organic Romaine,4,10.27
14102,3464,165337,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",4,9.0
14103,39127,75725,Classic Crust Pepperoni Pizza,1,6.67
14105,39024,137983,Edamame In Pod,1,5.6
14105,11068,137983,Medium Cheddar Cheese Block,16,1.9
14106,5258,163781,Sparkling Water,7,10.95
14107,4962,9486,Yotoddler Organic Pear Spinach Mango Yogurt,16,10.68
14107,42693,9486,Talenti Banana Chocolate Swirl Gelato,1,11.63
14107,5450,9486,Small Hass Avocado,4,5.77
14109,16759,165222,Organic Carrot Bunch,4,4.17
14109,39024,165222,Edamame In Pod,1,5.6
14110,15693,200860,Organic Peach Oo La Long Tea,7,9.36
14110,21469,200860,Honest T Mango White Tea,7,4.63
14110,5450,200860,Small Hass Avocado,4,5.77
14111,12572,45790,6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS,19,1.78
14113,26209,91857,Limes,4,4.37
14114,24004,197427,Goldfish Parmesan Baked Snack Crackers,19,6.78
14116,26604,10343,Organic Blackberries,4,8.08
14117,14506,146872,Ovals Hamburger Dill Chips,13,0.88
14118,17025,173605,Country Dijon Mustard,13,8.15
14118,37733,173605,Uncured Pepperoni Mini Pizza Bagels Frozen Snacks,1,4.16
14120,21863,60820,Fire Roasted Red Peppers,15,3.44
14121,36735,53976,Organic Roasted Sliced Chicken Breast,20,10.42
14127,26604,51239,Organic Blackberries,4,8.08
14128,1940,27295,Organic 2% Reduced Fat Milk,16,1.23
14128,45064,27295,Honey Wheat Bread,3,1.52
14128,47169,27295,100% O-J Juice,7,8.64
14128,43772,27295,Cherubs Heavenly Salad Tomatoes,4,1.15
14129,6069,189427,Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars,19,7.32
14129,32602,189427,"Cashews, Halves and Pieces",19,9.56
14131,6104,146338,Whole Milk Plain Yogurt,16,1.76
14132,48868,113369,Boneless Pork Loin Roast,12,1.01
14132,35065,113369,Orange Strawberry Banana Juice,7,2.03
14135,16561,23106,Spicy Red Pepper,9,2.69
14135,10500,23106,Cool Mint® Antiseptic Adult Mouthwash,11,12.18
14136,44570,141624,Kale Greens,4,4.15
14137,30148,187556,Organic Stage 2 Chicken Brown Rice Baby Food,18,1.11
14139,35938,72988,Orange Vitamin C Immune Support Adult Gummies,11,7.91
14140,449,89348,Chips Ahoy! Chewy Cookies,19,9.39
14143,32578,81357,Organic Fresh Squeezed Orange Juice,7,6.19
14145,37221,41351,Mocha Coffee,7,3.11
14145,42736,41351,Unsalted Butter,16,9.28
14146,30727,139392,Vanilla Almond Fit Granola,14,7.19
14148,10863,72577,Grain Free Turkey & Salmon Formula Cat Food,8,10.33
14148,43536,72577,Sprouted Seven-Grain Baguette,3,2.0
14150,23054,73346,Whole Wheat Sourdough,3,2.06
14150,890,73346,Organic Diced Tomatoes,15,1.35
14150,1025,73346,Organic Fresh Basil,4,11.34
14150,43768,73346,Organic Bell Pepper,4,2.4
14150,16759,73346,Organic Carrot Bunch,4,4.17
14150,17044,73346,French Baguette,3,6.85
14151,47141,180905,Cola,7,5.77
14151,45007,180905,Organic Zucchini,4,5.08
14151,34969,180905,Red Vine Tomato,4,9.25
14151,5068,180905,Cauliflower Florets,4,5.04
14151,26209,180905,Limes,4,4.37
14151,35939,180905,Organic Jalapeno Pepper,4,9.93
14152,36086,166534,Philadelphia Original Cream Cheese,16,2.08
14152,26209,166534,Limes,4,4.37
14152,38049,166534,Crispy Rounds Tortilla Chips,19,1.15
14153,449,123268,Chips Ahoy! Chewy Cookies,19,9.39
14155,24830,20342,Organic Romaine,4,10.27
14155,45007,20342,Organic Zucchini,4,5.08
14156,5450,56999,Small Hass Avocado,4,5.77
14156,35948,56999,Tonic Water,7,7.7
14157,42110,170830,Organic Macaroni Shells & Real Aged Cheddar,9,12.09
14157,13511,170830,Low Fat Strawberry Yogurt Bars,1,1.31
14159,23783,38291,"Almond Coconut Bar, Organic",19,2.09
14159,20385,38291,Raw Manuka Honey,13,8.39
14160,47025,73439,Naturally Light Indian Tonic Water,7,10.58
14160,26209,73439,Limes,4,4.37
14162,26604,135494,Organic Blackberries,4,8.08
14162,43772,135494,Cherubs Heavenly Salad Tomatoes,4,1.15
14162,39046,135494,Smok Cured Turkey Bacon,12,6.84
14163,5450,96129,Small Hass Avocado,4,5.77
14163,26209,96129,Limes,4,4.37
14163,19003,96129,Celery,4,5.68
14163,83,96129,100% Whole Wheat Pita Bread,3,11.72
14163,1117,96129,Turkey Bacon,12,11.85
14163,22524,96129,Cream Cheese Bar,16,1.12
14164,35470,122673,Water Mineral,7,11.28
14167,46802,26602,Pineapple Chunks,1,6.76
14169,42469,53587,Pacific Cod Fillet,12,5.47
14169,38456,53587,Large Grapefruit,4,3.38
14169,26209,53587,Limes,4,4.37
14173,29865,175087,Sorbet Strawberry Limonata,1,8.89
14173,31727,175087,"Organic Tomato Paste, No Salt Added",15,10.09
14173,17183,175087,Peach Yoghurt,16,6.75
14173,21614,175087,Crackers Harvest Whole Wheat,19,2.38
14173,23765,175087,Organic Smoked Turkey Breast,20,10.28
14173,15414,175087,Double Smoked Uncured Center Cut Bacon,12,11.55
14177,611,174683,Uncured Hard Salami,20,7.19
14179,31564,203166,Crackers,19,1.11
14179,30958,203166,Honey Mustard and Onion Pretzels Pieces,19,7.24
14181,22124,32528,Total 0% Raspberry Yogurt,16,9.08
14182,3843,163134,Organic Brussels Sprouts,4,8.41
14183,24837,118380,Organic Dried Mushrooms Medley,9,2.71
14183,45007,118380,Organic Zucchini,4,5.08
14183,16759,118380,Organic Carrot Bunch,4,4.17
14184,22658,27907,Organic Curry Powder,13,9.64
14186,27796,138631,Real Mayonnaise,13,0.97
14187,20636,74452,Pure Sport Body Wash,11,9.5
14188,19514,116007,Reclosable Sandwich Bags,17,6.88
14189,35939,87217,Organic Jalapeno Pepper,4,9.93
14189,1025,87217,Organic Fresh Basil,4,11.34
14192,45282,147507,Gluten Free Tofu Scramble Breakfast Wrap,1,3.5
14192,35065,147507,Orange Strawberry Banana Juice,7,2.03
14193,7751,89027,Tomato Ketchup,13,1.99
14193,35042,89027,Black Beans,15,5.95
14194,48595,5493,Organic Wheat Square Crackers,19,9.0
14194,27198,5493,Conditioner Clarifying Lemon,11,1.95
14194,23554,5493,Organic Vanilla Bean Ice Cream,1,6.65
14195,18027,26130,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,3,11.3
14196,45007,17282,Organic Zucchini,4,5.08
14197,29195,248,Wild Sardines in Extra Virgin Olive Oil,15,5.4
14197,26209,248,Limes,4,4.37
14198,7963,128295,Gluten Free Whole Grain Bread,1,4.53
14199,27949,23878,Avocado Oil Canyon Cut Kettle Cooked Potato Chips Sea Salt,19,0.97
14202,30827,166540,Seedless Cucumbers,4,5.22
14204,35470,124211,Water Mineral,7,11.28
14205,28465,24434,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32
14208,39404,97084,G2 Low Calorie Raspberry Lemonade,7,8.58
14208,43768,97084,Organic Bell Pepper,4,2.4
14208,45007,97084,Organic Zucchini,4,5.08
14208,2639,97084,Lemon Blended Non-Fat Greek Yogurt,16,4.24
14208,34878,97084,Stackers Kosher Dill Pickles,13,6.56
14215,45815,204571,Organic Florets Broccoli,1,12.12
14217,34969,8806,Red Vine Tomato,4,9.25
14219,11068,202392,Medium Cheddar Cheese Block,16,1.9
14221,7079,96210,Organic Alfalfa Sprouts,4,7.88
14224,25425,190054,Organic Petite Diced Tomatoes,15,7.63
14226,45007,43851,Organic Zucchini,4,5.08
14228,3843,124144,Organic Brussels Sprouts,4,8.41
14228,19514,124144,Reclosable Sandwich Bags,17,6.88
14229,1025,37007,Organic Fresh Basil,4,11.34
14229,14958,37007,Ground Smoked Paprika,13,12.23
14230,30827,179616,Seedless Cucumbers,4,5.22
14234,27690,135927,Apple Cinnamon GoGo Squeez,19,6.29
14236,25705,59890,Butterhead Lettuce,4,0.98
14236,26604,59890,Organic Blackberries,4,8.08
14238,32569,166465,Peanut Butter Cracker Sandwiches,19,8.5
14238,4675,166465,Boniato Sweet Potato,4,9.16
14239,23054,58490,Whole Wheat Sourdough,3,2.06
14240,26604,52153,Organic Blackberries,4,8.08
14242,15273,129846,Organic Jumbo Grade A Pastured Eggs,16,5.15
14243,25647,170548,Heirloom Tomato,4,4.3
14243,13780,170548,Thyme,4,10.2
14244,20899,167030,Goo Berry Pie Probugs Kefir,16,6.29
14244,45007,167030,Organic Zucchini,4,5.08
14249,35470,187404,Water Mineral,7,11.28
14249,34214,187404,Pesto Pizza,1,5.46
14251,26209,72115,Limes,4,4.37
14251,24830,72115,Organic Romaine,4,10.27
14255,10106,24226,Honey & Maple Turkey Breast,20,8.53
14256,26133,74246,Classic Macaroni & Mild Cheddar Cheese,9,8.89
14257,16490,63776,Old Fashioned Whole Wheat Bread,3,1.52
14258,33468,184691,White Pita,3,8.87
14260,26209,167271,Limes,4,4.37
14261,6104,56513,Whole Milk Plain Yogurt,16,1.76
14261,2664,56513,First Prunes,18,3.44
14261,38895,56513,Super Natural Organic Reduced Fat 2% Milk,16,4.95
14262,26209,43905,Limes,4,4.37
14262,32429,43905,Red Mango,4,3.5
14265,45007,203173,Organic Zucchini,4,5.08
14265,38471,203173,Protein Plus Rotini Pasta,9,4.25
14267,10442,69722,Low Fat Madagascar Vanilla Kefir Probiotic Cultured Milk Smoothie,16,9.63
14268,19173,102268,Orange Calcium & Vitamin D Pulp Free,7,11.11
14270,45007,96538,Organic Zucchini,4,5.08
14271,260,49934,Cantaloupe,4,3.01
14271,31215,49934,Lemon Yogurt,16,10.41
14271,35042,49934,Black Beans,15,5.95
14272,890,150547,Organic Diced Tomatoes,15,1.35
14276,4234,190231,Liquid Eggs 99% Real Egg Product,16,8.93
14277,26209,114134,Limes,4,4.37
14279,260,59199,Cantaloupe,4,3.01
14280,27509,93881,Organic Seasoned Yukon Select Potatoes Hashed Browns,1,5.21
14282,28946,67020,Yogurt Tubes Blueberry,16,0.9
14282,5450,67020,Small Hass Avocado,4,5.77
14283,3843,147067,Organic Brussels Sprouts,4,8.41
14285,48186,64013,Lactose Free Half & Half,16,9.32
14286,8348,116571,Organic Red Seedless Grapes,4,2.35
14286,17021,116571,Baked Mini Beef Meatballs,1,9.94
14290,20842,173501,Total 0% Greek Yogurt,16,9.2
14290,45351,173501,Sesame Ginger Low Fat Dressing,13,12.45
14291,16759,12239,Organic Carrot Bunch,4,4.17
14292,11707,190098,Peanut Butter Chocolate Chip Macrobar,19,8.92
14292,45007,190098,Organic Zucchini,4,5.08
14292,48935,190098,Organic Pecans,19,3.3
14293,42372,175491,Pineapple on the Bottom Greek Yogurt,16,11.02
14293,48335,175491,Chocolate Brownie Energy Bar,19,11.61
14293,24492,175491,All Natural Won Ton Wraps,6,5.98
14293,7751,175491,Tomato Ketchup,13,1.99
14293,35042,175491,Black Beans,15,5.95
14294,43772,149335,Cherubs Heavenly Salad Tomatoes,4,1.15
14295,16759,19963,Organic Carrot Bunch,4,4.17
14296,28749,144935,Clasico Instant Coffee,7,5.59
14297,40310,15197,Oven Roasted Turkey Breast,20,8.23
14297,26209,15197,Limes,4,4.37
14297,45819,15197,Nacho Sliced Jalapenos,6,7.46
14302,38266,57071,Fresh Basil,4,10.07
14302,36070,57071,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34
14303,27690,194218,Apple Cinnamon GoGo Squeez,19,6.29
14303,21739,194218,Hazelnut Truffle Dark Chocolate Bar,19,6.49
14303,43875,194218,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,6.11
14308,30657,84663,Cheddar Cheese Alternative,16,6.56
14309,32700,187712,Original Whipped Cream,16,0.94
14309,23928,187712,Butter Chicken Simmer Sauce,6,6.25
14309,48588,187712,All Natural Ground Chicken,12,1.57
14310,17877,89127,Original Petroleum Jelly,11,12.08
14311,26604,1828,Organic Blackberries,4,8.08
14311,36810,1828,Original Pancake and Baking Mix,14,5.95
14313,18689,2880,Dairy-Free Chive Cream Cheese,16,10.12
14315,45007,145520,Organic Zucchini,4,5.08
14319,10140,49808,Organic Fontina Cheese,16,2.13
14321,43662,6468,"Yogurt, Strained Low-Fat, Coconut",16,11.87
14321,28465,6468,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32
14322,5068,116251,Cauliflower Florets,4,5.04
14323,6933,102310,Strained Whole-Milk Yogurt Blueberry,16,11.85
14324,47141,68921,Cola,7,5.77
14325,29020,6441,Whiskey,5,10.04
14325,7053,6441,Lime Beer,5,3.46
14326,6104,23524,Whole Milk Plain Yogurt,16,1.76
14327,6104,96547,Whole Milk Plain Yogurt,16,1.76
14327,23765,96547,Organic Smoked Turkey Breast,20,10.28
14327,26209,96547,Limes,4,4.37
14327,21278,96547,All Purpose Crushed Tomatoes,15,1.47
14327,16145,96547,Organic Cannellini Beans,15,5.1
14327,41806,96547,Organic Greek Whole Milk Blended Strawberry Yogurt,16,7.97
14327,4809,96547,Greek Whole Milk Blended Blueberry Yogurt,16,6.38
14327,37754,96547,Organic Blended Raspberry Whole Milk Greek Yogurt,16,4.34
14330,26209,18270,Limes,4,4.37
14331,43768,162940,Organic Bell Pepper,4,2.4
14332,38279,185178,Multi-Grain Soft Taco,3,3.33
14332,44331,185178,Grow & Gain Chocolate Shake Nutritional Drink,18,7.44
14334,1194,119476,Natural Artisan Water,7,7.42
14334,8743,119476,Fully Cooked Turkey Sausage Patties,12,6.96
14334,40198,119476,Blueberry Yoghurt,16,8.81
14334,3631,119476,Organic Whole Milk French Vanilla Yogurt,16,1.49
14335,26604,102301,Organic Blackberries,4,8.08
14336,47792,121934,Organic Beans & Rice Cheddar Cheese Burrito,1,8.35
14336,15567,121934,Crunchy Chickpeas Falafel,19,1.86
14340,260,94102,Cantaloupe,4,3.01
14340,26604,94102,Organic Blackberries,4,8.08
14341,1700,45426,White Cheddar Popcorn,19,5.86
14341,39448,45426,Cold Brew Coffee Mocha,16,11.23
14342,46169,50679,Pure Honey,13,9.7
14343,11865,45648,Light & Lean Spaghetti Italiano with Meatless Meatballs,1,12.22
14344,30910,3807,Double Stuf Golden Sandwich Cookies,19,5.49
14344,42240,3807,Ultra Soft Facial Tissues,17,12.0
14351,10761,73608,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,16,4.56
14351,7518,73608,Chicken Flavored Bone 4 Inch Dog Chew,8,1.43
14351,20542,73608,Lime Ginger Lemon Agave,7,7.7
14351,43768,73608,Organic Bell Pepper,4,2.4
14353,45007,49405,Organic Zucchini,4,5.08
14356,40055,166804,Unbleached Bread Flour,13,11.91
14357,10106,26885,Honey & Maple Turkey Breast,20,8.53
14357,16145,26885,Organic Cannellini Beans,15,5.1
14358,6919,171747,California Balsamic Oak Aged Olive Oil,13,7.13
14360,26604,48369,Organic Blackberries,4,8.08
14361,46820,78718,Vanilla Pure Almond Milk,16,11.94
14362,14394,125807,"Hello Morning Blueberry, Banana & Quinoa Oatmeal",18,5.91
14365,47866,127009,Jalapeno Potato Chips,19,12.02
14365,38473,127009,Dark Coconut Toffee Organic Chocolate,19,6.98
14365,38164,127009,Almonds & Sea Salt in Dark Chocolate,19,9.32
14367,26209,166208,Limes,4,4.37
14371,16759,78836,Organic Carrot Bunch,4,4.17
14372,28745,198567,Oven Roasted Turkey,20,7.99
14372,42300,198567,Organic Vitality Snack Chia Squeeze Blackberry Bliss,19,9.71
14373,44402,129995,Unsalted Chicken Cooking Stock,15,0.95
14374,32624,73332,Acorn Squash,4,11.22
14374,14267,73332,Organic Refried Black Beans,15,9.37
14374,1940,73332,Organic 2% Reduced Fat Milk,16,1.23
14374,26209,73332,Limes,4,4.37
14374,13780,73332,Thyme,4,10.2
14377,43421,69474,"Little Yums Spinach, Apple, and Kale Teething Wafers",18,5.55
14377,43875,69474,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,6.11
14377,15336,69474,Tiny Fruits+Veggies Freeze Dried Snacks Banana Mango & Edamame,19,7.03
14380,33468,120163,White Pita,3,8.87
14380,45007,120163,Organic Zucchini,4,5.08
14382,24830,194162,Organic Romaine,4,10.27
14382,33709,194162,All Natural Medium Fire-Roasted Tomato & Jalapeno Salsa,13,4.1
14384,11233,174508,100% Whole Wheat Pre-Sliced Sandwich Thins,3,5.2
14384,39408,174508,Gala Apples,4,4.03
14388,5450,150641,Small Hass Avocado,4,5.77
14390,15336,21000,Tiny Fruits+Veggies Freeze Dried Snacks Banana Mango & Edamame,19,7.03
14391,43772,72125,Cherubs Heavenly Salad Tomatoes,4,1.15
14391,30494,72125,Organic Mango Slices,19,7.63
14395,10,110673,Sparkling Orange Juice & Prickly Pear Beverage,7,7.1
14400,30415,36,"Truffle, Sea Salt",19,6.37
14401,46252,112272,Original Thin Rye Crispbread,19,7.26
14403,24185,60183,Zero Dish Soap Fragrance Free,17,8.86
14404,35284,81668,Dark Chocolate Sugar Free Pudding Snacks,16,10.5
14405,28465,173759,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32
14409,8910,109935,Smooth Almond Butter,13,2.04
14410,27662,51911,Large Grade AA Cage Free Eggs,16,11.86
14410,28745,51911,Oven Roasted Turkey,20,7.99
14411,36735,161622,Organic Roasted Sliced Chicken Breast,20,10.42
14411,33468,161622,White Pita,3,8.87
14411,38562,161622,Pomegranate Arils,4,2.59
14412,26604,169163,Organic Blackberries,4,8.08
14414,34430,24930,Sea Salt & Vinegar Kettle Cooked Potato Chips,19,8.83
14415,44836,94792,Karia Chardonnay,5,9.47
14416,42736,20017,Unsalted Butter,16,9.28
14416,22124,20017,Total 0% Raspberry Yogurt,16,9.08
14416,32569,20017,Peanut Butter Cracker Sandwiches,19,8.5
14417,18491,132837,Signature Egg Sausage & Cheese Burritos,1,10.29
14418,27275,119704,Pineapple Strawberry Sparkling Water,7,7.09
14421,32429,42116,Red Mango,4,3.5
14421,26209,42116,Limes,4,4.37
14421,34861,42116,Beets Bunch,4,1.06
14423,16518,41043,Tropicals Sugar Free 1.65 fl oz Ice Pops,1,5.45
14423,24771,41043,"Fabric Softener Dryer Sheets, April Fresh scent",17,8.12
14424,2002,36630,"The \""World's Best\"" Veggie Burger",1,0.89
14425,40310,177063,Oven Roasted Turkey Breast,20,8.23
14425,44167,177063,Pacific Cooler Juice Drink,7,2.33
14427,3285,120662,Strawberry Squeeze Fruit Spread,13,9.07
14427,4277,120662,Honey Mustard Squeeze,13,8.21
14428,46802,116213,Pineapple Chunks,1,6.76
14431,5068,109550,Cauliflower Florets,4,5.04
14431,48527,109550,Avocado,4,12.54
14432,22124,74234,Total 0% Raspberry Yogurt,16,9.08
14434,4962,48610,Yotoddler Organic Pear Spinach Mango Yogurt,16,10.68
14438,42736,33334,Unsalted Butter,16,9.28
14438,1503,33334,Low Fat Cottage Cheese,16,1.45
14438,24492,33334,All Natural Won Ton Wraps,6,5.98
14438,24830,33334,Organic Romaine,4,10.27
14439,11152,120253,Eggplant Large,4,9.3
14439,45007,120253,Organic Zucchini,4,5.08
14439,32700,120253,Original Whipped Cream,16,0.94
14439,19252,120253,Essentially Enriched Body Lotion,11,9.47
14441,28518,89804,Organic Rice Ramen,9,2.64
14441,19677,89804,Original Pure Creamy Almond Milk,16,6.4
14444,38772,187247,Provolone,16,1.84
14444,41806,187247,Organic Greek Whole Milk Blended Strawberry Yogurt,16,7.97
14445,7079,185594,Organic Alfalfa Sprouts,4,7.88
14448,26604,184974,Organic Blackberries,4,8.08
14450,5450,32820,Small Hass Avocado,4,5.77
14455,7963,47094,Gluten Free Whole Grain Bread,1,4.53
14455,23630,47094,Multi-Seed Original Crackers,19,4.37
14456,47751,120107,Bueno,19,9.08
14457,44371,89125,Alaskan Salmon Burgers,1,11.21
14458,26604,24319,Organic Blackberries,4,8.08
14458,26209,24319,Limes,4,4.37
14459,21949,189974,White Cheddar Semisoft Cheese,16,9.24
14459,39408,189974,Gala Apples,4,4.03
